age,annual_income,purchase_amount,gender,city,product_category,payment_method,is_returned
62.211216,139544.11,431.75916,Other,San Jose,Electronics,Credit Card,False
34.973785,121997.52,19.660095,Female,San Diego,Sports,UPI,True
49.193863,96373.01,572.4049,Other,Phoenix,Beauty,PayPal,True
44.061157,126492.805,1367.1228,Female,Philadelphia,Beauty,Debit Card,False
23.139126,34687.85,154.6857,Male,Phoenix,Clothing,Credit Card,True
47.973473,112989.76,393.8564,Other,Chicago,Beauty,PayPal,False
27.724457,103845.48,509.68057,Male,Philadelphia,Sports,Credit Card,False
25.390356,110374.01,932.66724,Other,Dallas,Electronics,UPI,True
31.471397,135313.66,755.74084,Male,New York,Clothing,Credit Card,False
23.880964,70740.21,421.09204,Male,Phoenix,Clothing,Credit Card,True
60.877895,49974.086,328.21106,Male,New York,Home,PayPal,True
46.06665,48739.73,363.54654,Male,Dallas,Home,PayPal,False
36.88606,101384.516,0.0,Other,San Jose,Electronics,UPI,False
48.158134,89402.0,101.418495,Other,New York,Home,Debit Card,False
21.371204,143067.75,756.46466,Other,Los Angeles,Beauty,Credit Card,True
18.070786,67677.07,35.05645,Male,San Antonio,Beauty,Debit Card,True
52.744526,144529.94,1299.1786,Other,San Antonio,Clothing,Debit Card,False
43.73555,138686.23,354.9817,Male,San Jose,Home,PayPal,False
24.083689,62277.836,415.6601,Male,San Antonio,Clothing,UPI,False
36.115772,76618.67,99.103676,Other,New York,Electronics,Debit Card,False
52.904343,130462.93,439.9316,Other,Houston,Electronics,PayPal,False
32.629036,130222.695,1065.3624,Other,San Jose,Electronics,UPI,True
33.913147,71785.61,301.8039,Other,New York,Home,Credit Card,False
61.29103,136713.31,470.99216,Male,Dallas,Clothing,UPI,False
20.350088,56524.895,269.2322,Male,New York,Clothing,UPI,False
46.1864,127889.09,307.3576,Female,Dallas,Home,UPI,True
53.528572,92595.71,181.32843,Other,Los Angeles,Clothing,PayPal,False
39.845684,122792.3,476.55286,Other,San Diego,Home,UPI,False
31.87484,53417.33,312.65817,Male,San Jose,Electronics,Debit Card,True
26.054808,87446.78,597.36084,Female,Los Angeles,Electronics,PayPal,True
41.672043,65828.5,355.21127,Other,Los Angeles,Clothing,PayPal,True
33.383064,147890.23,1270.7146,Male,Los Angeles,Clothing,PayPal,True
50.929714,42464.336,355.31116,Female,San Antonio,Home,PayPal,False
61.62516,120939.93,774.16406,Other,San Diego,Electronics,Debit Card,True
14.364958,51725.38,416.15765,Female,Chicago,Sports,UPI,False
62.416218,115247.19,1043.1095,Male,San Jose,Beauty,UPI,True
22.781439,52051.168,25.086472,Other,San Diego,Clothing,Credit Card,False
18.655247,40050.754,355.90173,Other,Chicago,Beauty,UPI,True
50.099766,40006.414,177.70985,Female,Chicago,Home,Debit Card,True
33.735394,68403.15,334.10696,Male,New York,Beauty,Credit Card,False
46.56482,68668.305,637.18774,Male,New York,Electronics,PayPal,False
23.196749,80356.4,116.7576,Other,Houston,Beauty,Credit Card,False
67.99089,82018.55,353.1124,Female,Chicago,Beauty,Debit Card,False
30.869493,53993.28,68.24471,Other,Houston,Sports,PayPal,True
44.335556,83119.79,401.53857,Other,Dallas,Clothing,Credit Card,True
66.119606,71485.12,238.48264,Other,New York,Clothing,UPI,False
33.00327,66748.555,177.35248,Male,Philadelphia,Beauty,Credit Card,False
58.84749,100462.19,194.25171,Male,San Diego,Beauty,UPI,False
48.45069,33855.0,82.92796,Male,San Jose,Clothing,Credit Card,True
16.572807,74831.3,685.4396,Male,Chicago,Home,Debit Card,False
17.425621,35402.945,56.119854,Other,New York,Electronics,PayPal,True
38.26154,118987.7,1059.2054,Female,San Jose,Sports,PayPal,False
39.27682,46293.688,468.76294,Female,San Jose,Clothing,UPI,True
61.304173,111614.32,691.46124,Male,Philadelphia,Clothing,Debit Card,False
42.7208,132715.17,753.7323,Male,Chicago,Clothing,PayPal,False
25.176485,114621.99,410.87418,Other,Phoenix,Home,Debit Card,True
24.555859,64590.16,340.68225,Male,New York,Home,Debit Card,True
61.855804,133502.89,745.4367,Female,San Diego,Electronics,PayPal,True
29.764383,116059.92,213.84042,Female,Los Angeles,Electronics,PayPal,False
47.561157,127712.08,604.96106,Male,Dallas,Electronics,UPI,False
53.641273,81576.85,199.10332,Male,San Jose,Beauty,Debit Card,False
21.810562,129000.36,963.28253,Male,New York,Home,UPI,True
26.58637,68846.84,72.40202,Female,Chicago,Electronics,Credit Card,False
53.46111,122052.734,905.2597,Other,San Jose,Electronics,Debit Card,False
34.282246,39938.91,0.0,Male,Houston,Sports,PayPal,False
37.33545,64381.492,101.597176,Female,San Jose,Beauty,UPI,True
24.139156,90031.766,88.56089,Male,Houston,Beauty,Debit Card,True
26.262281,31160.277,213.72397,Other,Phoenix,Electronics,UPI,True
44.121056,134517.34,555.95404,Female,Houston,Beauty,UPI,True
38.99285,140713.16,642.79834,Other,San Diego,Electronics,PayPal,False
51.52924,67373.47,149.47194,Female,San Jose,Home,Debit Card,True
18.716558,113704.72,326.5898,Other,San Antonio,Sports,Debit Card,True
47.83075,139004.81,713.3929,Other,San Diego,Beauty,Debit Card,True
36.8102,46206.31,183.08228,Other,New York,Beauty,PayPal,True
47.27734,62679.652,459.93317,Male,San Jose,Home,Debit Card,True
46.208874,41478.707,423.19577,Female,Houston,Clothing,UPI,False
67.98144,158538.95,1283.1022,Male,Phoenix,Beauty,UPI,False
29.851421,84146.54,486.50458,Male,San Jose,Sports,UPI,True
43.36686,47596.293,40.695663,Other,New York,Electronics,PayPal,True
34.298084,158392.48,764.30396,Female,San Antonio,Home,UPI,False
49.4257,106894.95,361.59872,Female,New York,Sports,Debit Card,False
14.89679,78067.234,706.2708,Other,Houston,Clothing,Debit Card,False
37.248512,29542.016,110.90042,Female,Phoenix,Home,UPI,True
31.502186,36587.984,71.64781,Other,San Diego,Home,PayPal,True
53.307495,113744.92,172.4713,Male,Chicago,Home,UPI,False
18.724752,92314.55,817.9164,Male,Phoenix,Beauty,UPI,True
54.676647,128056.07,800.1682,Male,Chicago,Clothing,Credit Card,True
14.433323,99434.12,52.48195,Female,San Diego,Home,Credit Card,False
50.614674,86613.9,493.47784,Male,New York,Clothing,Credit Card,False
61.06396,79362.484,159.81358,Other,San Jose,Clothing,Debit Card,True
29.305145,145510.17,1258.8253,Other,San Antonio,Home,Credit Card,False
18.420918,50158.625,349.8997,Other,Houston,Clothing,Debit Card,False
60.57417,78238.76,465.51477,Other,New York,Beauty,Credit Card,True
53.822353,120628.414,28.40085,Female,San Jose,Home,PayPal,True
38.19525,137986.62,359.6956,Female,Houston,Sports,UPI,False
56.242233,45768.254,90.34826,Female,San Diego,Beauty,PayPal,True
54.787437,42791.39,175.30644,Male,New York,Home,Debit Card,False
60.315327,139114.56,1113.56,Male,Phoenix,Clothing,Debit Card,True
20.410658,127544.74,1328.3684,Other,Chicago,Home,Debit Card,True
65.8119,83032.47,859.64716,Female,San Antonio,Sports,UPI,True
57.66392,110520.055,1097.7563,Male,Philadelphia,Clothing,UPI,False
49.901627,77414.47,541.5313,Other,Dallas,Clothing,Credit Card,False
47.16242,52072.258,397.66147,Male,Dallas,Electronics,PayPal,False
38.27341,89456.19,379.93787,Male,San Antonio,Clothing,PayPal,False
56.75742,60577.63,288.5722,Male,Chicago,Home,UPI,False
32.068043,88347.43,171.2072,Other,Los Angeles,Beauty,PayPal,False
20.48757,143484.83,1287.0315,Female,Los Angeles,Home,UPI,True
30.494528,60753.36,620.253,Male,New York,Sports,Debit Card,True
40.80962,115143.64,95.32294,Male,Phoenix,Clothing,Debit Card,True
47.585567,125470.836,963.0429,Male,New York,Beauty,Debit Card,False
43.41901,81022.83,604.4208,Female,New York,Beauty,Debit Card,False
16.168062,121122.89,546.01483,Male,Dallas,Electronics,Credit Card,True
32.531593,114061.22,953.45044,Other,New York,Electronics,UPI,False
32.808075,39871.164,384.83566,Female,Phoenix,Sports,Debit Card,True
61.909706,51753.477,120.36568,Female,Philadelphia,Clothing,Debit Card,False
16.60642,50673.945,161.21239,Male,Houston,Electronics,Debit Card,True
37.019768,110156.82,863.9093,Female,San Antonio,Home,Credit Card,True
58.955406,60104.875,260.8524,Female,New York,Electronics,UPI,False
45.97901,40510.867,128.977,Female,Chicago,Clothing,UPI,True
46.807484,104497.33,74.71211,Other,Philadelphia,Beauty,Debit Card,False
27.607079,103984.21,678.4124,Male,Los Angeles,Electronics,Credit Card,True
31.307442,116869.67,124.35653,Female,Dallas,Clothing,PayPal,False
34.049606,39368.125,61.864,Female,Houston,Sports,PayPal,False
25.061274,40651.73,214.2504,Other,San Jose,Sports,UPI,True
54.12674,28797.396,242.36737,Male,Phoenix,Clothing,UPI,False
31.772284,86485.93,0.0,Female,Houston,Home,Debit Card,False
45.208797,118831.98,142.84085,Male,San Jose,Clothing,Debit Card,False
40.332035,153495.84,736.9934,Male,Chicago,Electronics,PayPal,False
27.102266,57227.88,219.14961,Other,Phoenix,Sports,Credit Card,False
59.250805,154430.98,1272.6809,Male,Dallas,Electronics,UPI,True
43.05796,143459.92,887.92645,Male,San Diego,Clothing,UPI,False
52.833416,34424.4,221.44757,Other,Chicago,Sports,Debit Card,True
49.18554,85172.836,36.57372,Female,Phoenix,Electronics,UPI,False
55.757275,98773.0,781.48334,Other,San Antonio,Sports,Debit Card,False
40.520695,130181.11,763.4016,Female,Chicago,Beauty,Debit Card,True
62.04872,52818.72,159.25041,Female,San Diego,Clothing,Credit Card,False
42.416183,62311.53,290.56967,Male,New York,Beauty,Debit Card,True
47.936768,124051.555,308.61786,Female,San Diego,Beauty,UPI,True
45.817818,89756.84,276.80203,Other,Philadelphia,Beauty,UPI,False
19.253666,108532.03,629.42334,Male,San Jose,Beauty,Credit Card,True
55.72041,112848.266,463.5262,Other,Philadelphia,Sports,Debit Card,False
42.605183,102275.02,805.3419,Other,San Antonio,Sports,PayPal,True
21.292562,135858.05,996.9883,Male,Philadelphia,Electronics,Credit Card,False
62.67947,50219.67,45.359493,Male,San Diego,Beauty,UPI,True
33.719765,121381.58,114.332466,Male,New York,Clothing,UPI,True
63.60892,73753.64,143.55666,Female,New York,Beauty,Credit Card,False
48.166702,123125.02,649.49884,Other,Chicago,Beauty,Credit Card,True
49.96211,84729.4,672.7257,Female,Dallas,Clothing,Credit Card,False
22.313734,68947.41,417.38925,Other,Philadelphia,Beauty,Credit Card,False
55.716053,120293.484,1106.7775,Female,Los Angeles,Home,PayPal,False
27.174376,39677.418,125.59445,Other,Dallas,Electronics,Debit Card,True
34.520576,66793.875,501.85748,Female,Philadelphia,Clothing,Debit Card,False
62.920303,44238.016,272.45874,Other,San Diego,Beauty,UPI,False
45.668354,127166.59,67.99887,Male,New York,Sports,Debit Card,True
56.663097,36894.273,107.49791,Female,Dallas,Home,Debit Card,True
63.25808,132318.08,388.6968,Other,New York,Home,UPI,True
59.39668,131734.02,889.6606,Other,Philadelphia,Beauty,UPI,True
50.48944,138863.56,1025.838,Other,Phoenix,Electronics,Debit Card,False
47.16432,132538.39,1302.861,Female,Chicago,Clothing,Credit Card,True
32.03015,110806.38,813.33325,Female,Los Angeles,Home,Debit Card,True
39.170326,94251.695,214.89516,Other,San Jose,Clothing,Debit Card,True
42.931335,23367.184,73.091125,Other,Phoenix,Clothing,Debit Card,False
16.073288,94063.25,447.7464,Other,New York,Clothing,Debit Card,False
60.87645,119844.4,901.6012,Female,Los Angeles,Sports,PayPal,True
58.886925,75079.59,372.8882,Male,Dallas,Electronics,Debit Card,False
50.327705,91639.92,479.67435,Female,Houston,Sports,PayPal,False
38.83376,69550.266,187.0977,Female,Dallas,Beauty,Credit Card,False
58.805843,74763.85,384.12677,Other,San Jose,Beauty,Debit Card,False
59.775326,140695.94,465.49374,Male,San Antonio,Home,PayPal,True
53.5656,126200.96,1006.8565,Other,Dallas,Sports,UPI,True
29.899143,139460.89,811.8171,Female,Dallas,Electronics,Debit Card,True
53.210697,110824.82,16.567034,Male,Houston,Clothing,UPI,True
34.89763,100403.3,872.9608,Other,Chicago,Electronics,Debit Card,True
48.19403,125087.42,330.65,Male,Los Angeles,Electronics,Credit Card,False
54.54136,48653.293,346.47327,Female,Phoenix,Sports,Credit Card,False
59.998993,88776.24,372.70306,Other,Los Angeles,Electronics,Credit Card,True
68.027794,114791.69,163.8773,Male,Philadelphia,Beauty,Credit Card,False
58.5942,70671.04,422.4106,Female,San Diego,Sports,UPI,True
46.964783,47755.184,209.49265,Male,San Antonio,Beauty,PayPal,True
36.044132,143781.22,1165.6917,Other,Philadelphia,Electronics,Credit Card,False
23.666546,32844.652,168.65323,Female,Dallas,Beauty,Debit Card,False
34.50166,105135.625,857.9429,Female,Philadelphia,Clothing,UPI,True
34.184555,59537.293,200.72961,Female,San Antonio,Electronics,Debit Card,True
52.94028,90264.63,629.3155,Male,Phoenix,Electronics,PayPal,True
30.496552,122177.3,673.5886,Female,Los Angeles,Clothing,Debit Card,True
38.47549,118451.19,213.01619,Male,Philadelphia,Sports,UPI,True
53.755764,113493.484,347.83762,Other,San Diego,Beauty,PayPal,False
40.855984,51831.535,83.852745,Male,Houston,Sports,PayPal,True
23.45621,127100.93,824.5481,Female,Dallas,Sports,PayPal,False
50.974483,100573.39,142.00563,Other,San Antonio,Beauty,PayPal,True
48.45076,56724.613,175.24905,Male,Los Angeles,Electronics,Debit Card,True
56.52419,113007.86,588.979,Female,Houston,Electronics,PayPal,True
63.84767,142451.25,155.41397,Female,Houston,Beauty,Debit Card,True
46.532333,96530.086,556.73645,Male,Philadelphia,Clothing,Credit Card,False
55.08884,128876.914,349.96558,Male,New York,Sports,Credit Card,True
57.59155,105391.95,668.7973,Female,San Diego,Home,Credit Card,True
48.52378,48587.312,19.137217,Female,Houston,Home,Debit Card,False
40.419964,98657.24,875.7831,Male,New York,Clothing,Credit Card,False
65.233376,71028.45,371.8208,Other,Chicago,Home,UPI,True
52.47897,114590.055,980.7111,Male,San Antonio,Home,UPI,True
45.314293,87029.96,296.5404,Female,San Diego,Sports,Credit Card,True
47.866695,60245.28,100.11534,Other,Phoenix,Clothing,Credit Card,True
28.61354,77032.74,422.10574,Male,Houston,Sports,PayPal,True
44.392918,105356.836,489.34262,Male,San Jose,Clothing,PayPal,True
36.732998,50616.055,61.086998,Other,New York,Beauty,Credit Card,True
16.194954,54544.42,44.663692,Male,Dallas,Sports,Credit Card,False
19.982645,58682.33,199.9465,Female,New York,Clothing,Debit Card,False
51.466057,57186.71,330.61237,Male,Philadelphia,Beauty,PayPal,True
59.748066,128938.01,404.80948,Female,San Jose,Beauty,Credit Card,True
41.688602,68717.62,93.26218,Male,San Antonio,Beauty,PayPal,True
54.310318,51883.15,195.91994,Other,San Jose,Electronics,Credit Card,True
43.207237,114262.56,244.43126,Other,Philadelphia,Electronics,UPI,False
40.207546,159593.36,23.860247,Other,San Antonio,Clothing,UPI,False
39.886425,103994.53,946.543,Other,San Jose,Sports,UPI,False
28.648897,97216.7,561.2018,Male,Dallas,Beauty,Debit Card,False
32.67761,33871.695,146.56264,Male,Los Angeles,Beauty,PayPal,True
37.670567,119695.59,92.8871,Female,San Antonio,Home,PayPal,True
41.629967,115876.4,798.65326,Female,Dallas,Sports,PayPal,True
54.793446,78312.58,689.6001,Female,Dallas,Beauty,UPI,True
41.384563,102335.266,724.069,Other,Los Angeles,Beauty,PayPal,False
65.289734,52557.25,345.53152,Other,Los Angeles,Clothing,PayPal,True
19.290152,48340.86,272.425,Female,Dallas,Beauty,Debit Card,False
38.606674,117722.02,50.17537,Other,Chicago,Sports,Credit Card,True
22.496069,74281.55,152.54144,Female,San Jose,Electronics,PayPal,False
56.623425,128871.71,623.7373,Other,San Jose,Electronics,Debit Card,False
46.96853,47535.258,72.57717,Other,Los Angeles,Home,Debit Card,False
55.565548,92364.96,430.35422,Male,Phoenix,Beauty,Credit Card,False
28.330544,125701.18,0.0,Male,New York,Electronics,UPI,False
61.330128,71508.49,406.82965,Male,Dallas,Home,PayPal,False
46.202065,75504.984,591.3086,Other,San Jose,Clothing,Debit Card,False
34.79708,99932.29,1047.7834,Other,San Antonio,Beauty,Credit Card,False
25.716557,76484.31,433.71628,Other,San Antonio,Beauty,PayPal,False
32.171017,126952.05,639.1373,Other,Chicago,Beauty,PayPal,False
39.231342,100332.0,610.9898,Male,Philadelphia,Sports,Debit Card,True
45.06371,48238.92,152.47154,Female,Houston,Clothing,PayPal,False
36.684677,96228.89,415.97885,Other,Phoenix,Clothing,PayPal,True
43.48926,127100.58,873.853,Female,Los Angeles,Beauty,Debit Card,False
35.0181,76318.93,267.5563,Other,Phoenix,Clothing,UPI,False
62.63675,65080.336,24.534578,Female,Phoenix,Sports,Credit Card,True
30.743141,143876.9,1041.1567,Male,Los Angeles,Electronics,Credit Card,False
53.140728,35699.58,234.05952,Other,New York,Sports,Credit Card,True
42.91804,151227.72,1404.6691,Other,Phoenix,Electronics,Debit Card,False
36.69568,47337.793,474.84943,Male,San Diego,Beauty,UPI,True
47.14828,43380.156,226.13605,Female,Chicago,Sports,Credit Card,False
35.91046,124094.11,35.569885,Other,Phoenix,Sports,Debit Card,False
39.7758,109587.22,982.6785,Male,Dallas,Sports,Debit Card,False
46.409103,113071.375,277.83307,Male,San Diego,Beauty,Debit Card,False
62.58281,124525.41,498.3007,Other,Chicago,Sports,Credit Card,True
52.815525,119598.305,264.3182,Male,Phoenix,Sports,UPI,True
29.78524,72672.96,456.04333,Other,Chicago,Sports,Credit Card,True
46.968647,98649.75,369.84326,Male,New York,Beauty,PayPal,True
38.49729,61058.19,339.80878,Other,Los Angeles,Sports,Credit Card,False
20.113352,61485.914,530.1526,Female,Phoenix,Sports,PayPal,False
36.4714,64971.023,388.77386,Other,Philadelphia,Clothing,PayPal,True
39.887913,146103.33,917.7246,Other,Houston,Home,Debit Card,False
43.281105,74438.56,497.18265,Female,San Diego,Electronics,UPI,False
44.27996,105984.99,996.9504,Male,Philadelphia,Home,UPI,True
24.140713,56073.258,204.55737,Female,Philadelphia,Home,UPI,True
34.25265,141371.72,609.07355,Male,San Jose,Beauty,PayPal,False
24.27823,53468.004,401.27,Male,Houston,Home,Credit Card,True
30.824903,82597.07,135.39034,Male,San Diego,Beauty,PayPal,True
43.45105,95542.445,619.912,Male,Los Angeles,Sports,Debit Card,True
66.775826,156364.27,660.68665,Female,Houston,Electronics,UPI,True
24.362041,102764.98,706.5112,Male,New York,Home,PayPal,True
47.29059,152759.98,743.70593,Female,Dallas,Sports,Credit Card,False
53.49698,98503.77,456.27988,Male,San Jose,Sports,PayPal,False
47.750523,116574.26,260.1653,Other,San Diego,Home,Debit Card,False
31.483465,63974.258,176.51643,Male,Dallas,Beauty,Credit Card,False
47.55351,95544.09,0.0,Female,San Diego,Sports,Credit Card,False
40.331512,113621.54,348.12604,Male,Dallas,Home,Debit Card,False
53.88721,74082.016,398.1726,Male,San Jose,Home,Debit Card,False
21.736677,84411.69,470.20966,Other,San Jose,Home,PayPal,False
38.898685,51317.574,344.18796,Male,Los Angeles,Home,Credit Card,False
54.86621,66596.2,296.15918,Female,San Diego,Clothing,PayPal,True
28.905874,45350.15,387.83533,Female,Chicago,Electronics,PayPal,False
30.106432,128806.27,579.49225,Male,Houston,Electronics,Debit Card,True
52.438747,61409.664,252.9275,Male,San Diego,Home,UPI,True
37.92891,34039.05,276.3427,Male,New York,Home,UPI,True
52.54398,91094.48,237.98096,Female,San Antonio,Electronics,Credit Card,True
47.242886,127077.39,1387.2823,Male,New York,Beauty,UPI,True
51.76225,118551.586,1160.6677,Other,San Antonio,Clothing,PayPal,False
55.556953,116117.086,36.112186,Other,Dallas,Beauty,PayPal,False
55.818844,63647.574,148.26852,Male,Houston,Electronics,Credit Card,True
32.509445,24943.457,72.079094,Female,San Jose,Clothing,UPI,True
23.497633,46917.145,293.09094,Other,San Diego,Sports,Debit Card,False
29.285177,66161.34,163.9323,Male,San Jose,Home,Credit Card,True
42.564327,126668.76,262.10336,Other,Chicago,Clothing,UPI,True
39.869095,110532.05,822.31396,Male,San Diego,Clothing,Credit Card,False
40.295246,113793.72,111.21147,Male,San Diego,Sports,PayPal,False
30.008877,108307.56,165.98917,Other,Philadelphia,Sports,PayPal,True
22.462105,108372.164,44.841335,Female,Houston,Beauty,PayPal,False
15.652768,144710.73,856.6297,Female,Dallas,Sports,UPI,True
39.679253,130914.41,81.73629,Other,San Antonio,Clothing,UPI,True
57.74566,66185.97,223.69255,Other,Philadelphia,Electronics,Credit Card,True
17.641006,142369.78,1353.5614,Other,San Jose,Clothing,UPI,False
27.195824,31564.615,15.559952,Other,San Antonio,Sports,PayPal,False
40.370193,55735.926,328.66962,Male,New York,Clothing,UPI,True
47.53946,126360.945,812.6896,Female,Dallas,Sports,PayPal,True
56.139324,79855.29,378.80148,Female,Los Angeles,Home,Credit Card,True
43.618435,36213.918,167.19388,Male,Houston,Sports,Debit Card,True
46.881886,117590.55,187.7979,Other,Chicago,Beauty,UPI,True
53.124245,112752.94,426.59326,Female,San Antonio,Electronics,Debit Card,True
50.927326,79978.195,396.61258,Other,Chicago,Beauty,UPI,False
38.485645,111083.09,1037.1544,Other,Philadelphia,Sports,UPI,False
57.2149,56762.664,509.4946,Male,Los Angeles,Beauty,PayPal,True
44.054127,93427.46,911.28076,Other,New York,Home,Credit Card,True
39.975693,41470.71,80.503944,Male,Houston,Home,Credit Card,True
53.634354,98992.734,636.136,Other,San Antonio,Electronics,Credit Card,False
39.587143,58436.676,40.84672,Female,San Jose,Clothing,Debit Card,False
32.440914,47902.19,220.93727,Other,Houston,Electronics,PayPal,False
30.305405,95623.5,780.4828,Male,San Jose,Electronics,PayPal,True
62.77993,138537.53,849.38403,Other,Los Angeles,Home,PayPal,False
39.272385,138249.75,246.4486,Male,Houston,Electronics,UPI,True
38.960007,80600.98,117.90342,Female,San Jose,Beauty,PayPal,True
27.2208,58291.87,240.6176,Female,San Diego,Beauty,Credit Card,False
44.180256,73668.14,681.12585,Male,New York,Home,Credit Card,True
53.535374,120789.76,179.24036,Female,Phoenix,Electronics,UPI,False
63.70127,53214.27,299.55118,Female,Chicago,Clothing,UPI,False
63.61772,125874.766,312.14706,Other,Dallas,Clothing,Debit Card,True
36.40535,142145.97,697.5879,Other,San Diego,Electronics,Credit Card,False
44.45307,74580.93,296.71283,Female,Philadelphia,Beauty,Credit Card,False
36.046837,77991.1,310.6864,Female,San Jose,Electronics,UPI,False
31.282362,55550.848,422.67328,Male,Houston,Electronics,Credit Card,True
53.294304,46180.14,450.62646,Female,New York,Clothing,Credit Card,False
46.82143,89198.35,32.129642,Male,Dallas,Home,Debit Card,True
49.98002,72477.41,594.1679,Male,New York,Sports,Credit Card,False
27.050924,37840.625,177.76831,Female,Los Angeles,Home,UPI,False
56.039974,32219.342,17.171831,Other,Phoenix,Home,Debit Card,True
41.12406,135574.08,1230.3895,Male,Houston,Electronics,Credit Card,True
45.634872,142156.5,793.6309,Male,San Diego,Clothing,PayPal,True
18.935865,60802.29,486.3324,Female,Philadelphia,Sports,Credit Card,True
18.362864,72469.2,439.28967,Female,Phoenix,Clothing,PayPal,True
61.10598,57221.207,566.82324,Male,Dallas,Home,Debit Card,True
40.36258,152989.5,553.11786,Male,San Antonio,Sports,Debit Card,False
34.251297,105609.52,123.850494,Female,San Jose,Home,UPI,True
30.702446,97730.46,91.287994,Other,Houston,Beauty,PayPal,True
44.84683,154414.39,1550.1799,Female,San Jose,Clothing,PayPal,True
51.666885,99585.86,972.02655,Male,San Antonio,Home,Debit Card,True
35.81892,140002.98,1373.5789,Female,Chicago,Sports,Credit Card,True
31.179531,43324.77,95.836105,Female,San Antonio,Beauty,PayPal,True
55.48913,58258.402,162.51508,Male,San Antonio,Electronics,UPI,True
48.962906,144617.56,941.82245,Other,Philadelphia,Clothing,Credit Card,False
49.047943,36359.9,89.967926,Male,New York,Sports,Credit Card,True
45.81551,67975.34,481.29065,Male,Houston,Beauty,Debit Card,False
56.460384,97535.85,583.834,Other,New York,Sports,UPI,True
58.4155,113752.76,849.1986,Other,Philadelphia,Sports,Credit Card,True
49.72994,86783.71,684.5852,Male,San Jose,Beauty,UPI,True
55.325756,85052.25,376.7002,Other,New York,Clothing,PayPal,False
43.262447,152983.3,590.7439,Male,Houston,Clothing,UPI,False
59.581623,38483.723,265.60587,Male,San Jose,Sports,Credit Card,True
27.769669,124537.69,683.10925,Other,Los Angeles,Clothing,UPI,True
39.376198,99739.99,139.35509,Other,San Jose,Home,UPI,True
33.86702,72835.61,477.18542,Other,Chicago,Sports,Debit Card,True
62.219242,86259.29,469.23816,Male,Dallas,Beauty,Debit Card,True
51.425037,82822.05,54.590153,Female,Houston,Electronics,Debit Card,True
25.847721,56720.223,284.77463,Male,Chicago,Home,PayPal,False
40.994698,109791.78,273.55594,Male,Houston,Electronics,PayPal,True
47.529804,81755.4,675.7765,Female,New York,Beauty,UPI,False
35.660328,105872.35,806.51965,Female,San Antonio,Sports,UPI,True
36.493153,150869.25,859.4239,Other,San Jose,Clothing,Credit Card,True
28.33121,30091.826,256.47025,Male,Chicago,Sports,PayPal,False
20.753183,43792.83,112.72574,Male,Chicago,Clothing,PayPal,False
64.638115,94892.13,373.11194,Male,Dallas,Home,PayPal,False
46.627533,132479.28,136.32707,Female,Chicago,Electronics,UPI,False
26.147085,51290.387,296.5942,Female,Houston,Beauty,UPI,False
57.58168,50722.625,339.99725,Other,San Jose,Clothing,PayPal,False
60.128014,117756.46,795.0694,Other,Phoenix,Beauty,PayPal,True
52.029816,116505.77,1111.6455,Female,San Jose,Beauty,UPI,False
54.04474,140161.38,250.85591,Other,Houston,Home,Debit Card,True
22.047262,39444.273,182.04953,Male,San Jose,Beauty,UPI,True
25.703558,65663.305,232.23416,Other,Houston,Electronics,UPI,False
35.254433,121073.62,115.78265,Female,Dallas,Beauty,PayPal,True
20.198488,113162.25,361.87927,Female,San Jose,Beauty,Credit Card,False
31.814644,66714.11,454.6077,Other,San Diego,Clothing,Credit Card,True
54.142773,41026.45,248.87015,Other,Philadelphia,Sports,UPI,True
53.02249,73346.76,335.7403,Other,Philadelphia,Beauty,UPI,False
52.326126,126873.88,424.9547,Female,Los Angeles,Clothing,PayPal,True
34.55847,71891.48,366.14676,Male,San Jose,Beauty,UPI,True
56.671745,49801.87,357.15308,Female,Philadelphia,Electronics,UPI,False
23.730667,97810.945,720.7271,Other,San Jose,Home,Debit Card,False
28.014898,41078.25,144.60655,Female,Houston,Beauty,UPI,True
48.51373,148901.67,797.5587,Other,Philadelphia,Sports,PayPal,False
26.018837,126033.04,1095.6508,Other,Chicago,Sports,Credit Card,False
41.7692,118751.52,969.09973,Male,New York,Sports,Credit Card,True
39.829235,79804.77,784.90845,Male,Dallas,Home,UPI,True
56.07198,143570.17,445.73386,Male,Houston,Home,PayPal,True
52.684864,125539.61,177.49486,Male,Philadelphia,Home,Credit Card,False
62.006416,106168.3,454.5885,Other,San Antonio,Home,Debit Card,True
29.80463,114489.195,980.7745,Female,Houston,Beauty,Credit Card,False
60.484234,131471.84,337.0686,Female,Phoenix,Clothing,Credit Card,False
62.616405,55852.035,178.19049,Male,Los Angeles,Sports,Credit Card,True
59.23926,101653.766,821.2309,Other,San Diego,Sports,PayPal,False
40.370247,126072.67,290.60114,Other,Dallas,Electronics,UPI,True
24.507095,125283.37,1133.7852,Female,San Diego,Clothing,Credit Card,False
59.02179,108513.22,734.9534,Female,San Diego,Clothing,Debit Card,True
50.151443,56145.24,601.3722,Other,San Antonio,Home,PayPal,False
48.12403,19361.607,54.088108,Male,Los Angeles,Sports,UPI,False
35.022106,123435.67,456.74252,Other,San Diego,Beauty,PayPal,False
58.95705,130933.9,0.0,Other,Los Angeles,Home,UPI,False
52.492466,81649.08,178.72974,Male,Dallas,Beauty,UPI,False
24.8708,73171.39,155.99182,Female,San Jose,Sports,UPI,False
